id,time,y,L1_y,computed_L1_y
6,10,-1.0341063257274856,-0.9674199205929062,-0.9674199205929062
7,1,-0.0225999394969418,,
7,2,0.3505316402556844,-0.0225999394969418,-0.0225999394969418
7,3,1.213398018189017,0.3505316402556844,0.3505316402556844
7,4,0.6592025299914064,1.213398018189017,1.213398018189017
7,5,0.8862293513983187,0.6592025299914064,0.6592025299914064
7,6,1.8495345193966104,0.8862293513983187,0.8862293513983187
7,7,1.5399549950887832,1.8495345193966104,1.8495345193966104
7,8,1.7901216108299958,1.5399549950887832,1.5399549950887832
7,9,2.902451839133096,1.7901216108299958,1.7901216108299958
7,10,3.3252842357388723,2.902451839133096,2.902451839133096
8,1,-0.8867140566140221,,
8,2,-0.1737882503722625,-0.8867140566140221,-0.8867140566140221
8,3,0.0642857648589563,-0.1737882503722625,-0.1737882503722625
8,4,-0.0236700090784803,0.0642857648589563,0.0642857648589563
8,5,0.3789473638526963,-0.0236700090784803,-0.0236700090784803
8,6,0.2729540155580082,0.3789473638526963,0.3789473638526963
8,7,0.9269812472290272,0.2729540155580082,0.2729540155580082
8,8,1.2696056357280832,0.9269812472290272,0.9269812472290272
8,9,0.0911273015866605,1.2696056357280832,1.2696056357280832
8,10,-0.3696591913725761,0.0911273015866605,0.0911273015866605
9,1,-0.4900612643137524,,
9,2,-0.6661968227107435,-0.4900612643137524,-0.4900612643137524
9,3,-0.2501595876079101,-0.6661968227107435,-0.6661968227107435
9,4,-0.9378851145076166,-0.2501595876079101,-0.2501595876079101
9,5,-1.2162843806341634,-0.9378851145076166,-0.9378851145076166
9,6,0.0058335841707989,-1.2162843806341634,-1.2162843806341634
9,7,-0.0993840784294488,0.0058335841707989,0.0058335841707989
9,8,0.536755157261477,-0.0993840784294488,-0.0993840784294488
9,9,0.7780626730224464,0.536755157261477,0.536755157261477
9,10,0.4959502121238183,0.7780626730224464,0.7780626730224464
10,1,1.0249462943692098,,
10,2,0.305093829072865,1.0249462943692098,1.0249462943692098
10,3,0.9266989860424684,0.305093829072865,0.305093829072865
10,4,0.5368892983791708,0.9266989860424684,0.9266989860424684
10,5,0.77948865459861,0.5368892983791708,0.5368892983791708
10,6,1.1605599251063283,0.77948865459861,0.77948865459861
10,7,1.701254207038482,1.1605599251063283,1.1605599251063283
10,8,1.744283299613239,1.701254207038482,1.701254207038482
10,9,0.2532103420272263,1.744283299613239,1.744283299613239
10,10,0.8491923266112442,0.2532103420272263,0.2532103420272263
11,1,-0.4446438361754955,,
11,2,-0.5339068592457192,-0.4446438361754955,-0.4446438361754955
11,3,-1.950577035105539,-0.5339068592457192,-0.5339068592457192
11,4,0.0438259478185381,-1.950577035105539,-1.950577035105539
11,5,-0.8928801415565473,0.0438259478185381,0.0438259478185381
11,6,-0.8688912278974394,-0.8928801415565473,-0.8928801415565473
11,7,0.6426148309122612,-0.8688912278974394,-0.8688912278974394
11,8,-0.9472524973994134,0.6426148309122612,0.6426148309122612
11,9,-1.2770356397497866,-0.9472524973994134,-0.9472524973994134
11,10,-1.5824909647588798,-1.2770356397497866,-1.2770356397497866
12,1,2.137256835720472,,
12,2,2.2414581209022466,2.137256835720472,2.137256835720472
12,3,1.4271928358856465,2.2414581209022466,2.2414581209022466
12,4,2.2041535910805856,1.4271928358856465,1.4271928358856465
12,5,1.8233217601674427,2.2041535910805856,2.2041535910805856
12,6,1.6903906508654196,1.8233217601674427,1.8233217601674427
12,7,1.4627179163720825,1.6903906508654196,1.6903906508654196
12,8,2.159781167376132,1.4627179163720825,1.4627179163720825
12,9,3.898779733388904,2.159781167376132,2.159781167376132
12,10,3.110097004697087,3.898779733388904,3.898779733388904
13,1,0.2375400039201439,,
13,2,0.8617033674135093,0.2375400039201439,0.2375400039201439
13,3,0.613940081567802,0.8617033674135093,0.8617033674135093
13,4,0.0612730403355867,0.613940081567802,0.613940081567802
13,5,-0.5088191401990494,0.0612730403355867,0.0612730403355867
13,6,-0.552316805874196,-0.5088191401990494,-0.5088191401990494
13,7,-0.8516381783957716,-0.552316805874196,-0.552316805874196
13,8,-0.9320651682356492,-0.8516381783957716,-0.8516381783957716
13,9,-0.6341253708418295,-0.9320651682356492,-0.9320651682356492
13,10,0.2008492756098677,-0.6341253708418295,-0.6341253708418295
14,1,1.8356778660043944,,
14,2,2.439915540838747,1.8356778660043944,1.8356778660043944
14,3,3.343935481667454,2.439915540838747,2.439915540838747
14,4,2.783917390445389,3.343935481667454,3.343935481667454
14,5,2.792212819359179,2.783917390445389,2.783917390445389
14,6,1.8853711429520172,2.792212819359179,2.792212819359179
14,7,0.5870555607757721,1.8853711429520172,1.8853711429520172
14,8,1.7450242055303464,0.5870555607757721,0.5870555607757721
14,9,2.0050253488525804,1.7450242055303464,1.7450242055303464
14,10,2.867934283454648,2.0050253488525804,2.0050253488525804
15,1,-1.4950121013720965,,
15,2,-1.8252820970739496,-1.4950121013720965,-1.4950121013720965
15,3,-1.6387063512851974,-1.8252820970739496,-1.8252820970739496
15,4,-1.6974407480163358,-1.6387063512851974,-1.6387063512851974
15,5,0.2285548634797609,-1.6974407480163358,-1.6974407480163358
15,6,-0.9585393474100574,0.2285548634797609,0.2285548634797609
15,7,-1.461189975033915,-0.9585393474100574,-0.9585393474100574
15,8,-1.4604851562590373,-1.461189975033915,-1.461189975033915
15,9,-2.582478760410475,-1.4604851562590373,-1.4604851562590373
15,10,-1.6410065144765926,-2.582478760410475,-2.582478760410475
16,1,0.8936797581656515,,
16,2,1.6199964171605044,0.8936797581656515,0.8936797581656515
16,3,2.345648735887622,1.6199964171605044,1.6199964171605044
16,4,2.9550983585707926,2.345648735887622,2.345648735887622
16,5,3.3006127078683245,2.9550983585707926,2.9550983585707926
16,6,3.0640491888545864,3.3006127078683245,3.3006127078683245
16,7,3.371714750705221,3.0640491888545864,3.0640491888545864
16,8,3.5787819375105747,3.371714750705221,3.371714750705221
16,9,4.6614266235951565,3.5787819375105747,3.5787819375105747
16,10,4.569444443464878,4.6614266235951565,4.6614266235951565
17,1,0.9377479477848244,,
17,2,1.7813752912900738,0.9377479477848244,0.9377479477848244
17,3,2.223960555795963,1.7813752912900738,1.7813752912900738
17,4,3.635874252510023,2.223960555795963,2.223960555795963
17,5,3.3083522183541265,3.635874252510023,3.635874252510023
17,6,3.8232453565487168,3.3083522183541265,3.3083522183541265
17,7,4.389412696422836,3.8232453565487168,3.8232453565487168
17,8,4.176365508491532,4.389412696422836,4.389412696422836
17,9,4.192866516014932,4.176365508491532,4.176365508491532
17,10,3.7162165333165382,4.192866516014932,4.192866516014932
18,1,-2.014070267739617,,
18,2,-1.1260009303304217,-2.014070267739617,-2.014070267739617
18,3,-1.8472738419569477,-1.1260009303304217,-1.1260009303304217
18,4,-0.7849940220328948,-1.8472738419569477,-1.8472738419569477
18,5,-0.4832335510378236,-0.7849940220328948,-0.7849940220328948
18,6,-0.7421093546508604,-0.4832335510378236,-0.4832335510378236
18,7,0.1060380380183951,-0.7421093546508604,-0.7421093546508604
18,8,0.216142364852007,0.1060380380183951,0.1060380380183951
18,9,0.2338551280732582,0.216142364852007,0.216142364852007
18,10,-0.6372786433718192,0.2338551280732582,0.2338551280732582
19,1,-1.6552834000246135,,
19,2,-2.4668329150262966,-1.6552834000246135,-1.6552834000246135
19,3,-1.0791218058716132,-2.4668329150262966,-2.4668329150262966
19,4,-1.2314194632233075,-1.0791218058716132,-1.0791218058716132
19,5,-0.8042767935111748,-1.2314194632233075,-1.2314194632233075
19,6,-1.394576991805606,-0.8042767935111748,-0.8042767935111748
19,7,-1.7213743377202344,-1.394576991805606,-1.394576991805606
19,8,-1.8270820873493956,-1.7213743377202344,-1.7213743377202344
19,9,-2.152913793491316,-1.8270820873493956,-1.8270820873493956
19,10,-1.9067352965452489,-2.152913793491316,-2.152913793491316
20,1,1.952857132589934,,
20,2,1.8590390340118492,1.952857132589934,1.952857132589934
20,3,2.4793080689739924,1.8590390340118492,1.8590390340118492
20,4,3.454755662362209,2.4793080689739924,2.4793080689739924
20,5,2.582555325521493,3.454755662362209,3.454755662362209
20,6,3.0236457417233416,2.582555325521493,2.582555325521493
20,7,3.529179594783092,3.0236457417233416,3.0236457417233416
20,8,4.23077700851094,3.529179594783092,3.529179594783092
20,9,4.8100970347767085,4.23077700851094,4.23077700851094
20,10,4.404757949860183,4.8100970347767085,4.8100970347767085
21,1,0.5309293838144713,,
21,2,1.1396629265621403,0.5309293838144713,0.5309293838144713
21,3,1.7895879223271949,1.1396629265621403,1.1396629265621403
21,4,2.074109610450679,1.7895879223271949,1.7895879223271949
21,5,2.1983527782554138,2.074109610450679,2.074109610450679
21,6,2.224694100144214,2.1983527782554138,2.1983527782554138
21,7,2.615518735541148,2.224694100144214,2.224694100144214
21,8,2.0107329356433423,2.615518735541148,2.615518735541148
21,9,2.257826564191012,2.0107329356433423,2.0107329356433423
21,10,2.1169092226578843,2.257826564191012,2.257826564191012
22,1,-0.728573317452745,,
22,2,0.4300454209137792,-0.728573317452745,-0.728573317452745
22,3,0.9944568607101136,0.4300454209137792,0.4300454209137792
22,4,1.4206870988782427,0.9944568607101136,0.9944568607101136
22,5,1.2285563783259252,1.4206870988782427,1.4206870988782427
22,6,0.3535348137919625,1.2285563783259252,1.2285563783259252
22,7,0.4548720952144178,0.3535348137919625,0.3535348137919625
22,8,2.0158804654584674,0.4548720952144178,0.4548720952144178
22,9,1.6869027433404924,2.0158804654584674,2.0158804654584674
22,10,1.5045892321098078,1.6869027433404924,1.6869027433404924
23,1,-0.7025229988860291,,
23,2,-0.183013630056084,-0.7025229988860291,-0.7025229988860291
23,3,-0.4147079631180385,-0.183013630056084,-0.183013630056084
23,4,-1.2521409438760758,-0.4147079631180385,-0.4147079631180385
23,5,-0.921096447692781,-1.2521409438760758,-1.2521409438760758
23,6,-1.32953359200177,-0.921096447692781,-0.921096447692781
23,7,-1.7804676418386467,-1.32953359200177,-1.32953359200177
23,8,-1.723374378048923,-1.7804676418386467,-1.7804676418386467
23,9,-0.5779171661511355,-1.723374378048923,-1.723374378048923
23,10,0.0149864127865935,-0.5779171661511355,-0.5779171661511355
24,1,-1.7484608605213254,,
24,2,-1.7706956269154464,-1.7484608605213254,-1.7484608605213254
24,3,-2.0516904617303884,-1.7706956269154464,-1.7706956269154464
24,4,-2.806354778889664,-2.0516904617303884,-2.0516904617303884
24,5,-3.527407681341145,-2.806354778889664,-2.806354778889664
24,6,-4.340069643445637,-3.527407681341145,-3.527407681341145
24,7,-2.896599348910534,-4.340069643445637,-4.340069643445637
24,8,-2.203503689042148,-2.896599348910534,-2.896599348910534
24,9,-3.3847935845555592,-2.203503689042148,-2.203503689042148
24,10,-2.3802495688149325,-3.3847935845555592,-3.3847935845555592
25,1,-0.0286609708062775,,
25,2,0.2008523670250178,-0.0286609708062775,-0.0286609708062775
25,3,0.0241207033278562,0.2008523670250178,0.2008523670250178
25,4,-0.9641560822704728,0.0241207033278562,0.0241207033278562
25,5,-0.7287847289347396,-0.9641560822704728,-0.9641560822704728
25,6,-0.1076740787676726,-0.7287847289347396,-0.7287847289347396
25,7,-0.1782800267684408,-0.1076740787676726,-0.1076740787676726
25,8,-0.8595504039562536,-0.1782800267684408,-0.1782800267684408
25,9,-0.8019299351695017,-0.8595504039562536,-0.8595504039562536
25,10,-0.984593401812349,-0.8019299351695017,-0.8019299351695017
26,1,1.6162879190147297,,
26,2,1.955340044983064,1.6162879190147297,1.6162879190147297
26,3,3.578822215551149,1.955340044983064,1.955340044983064
26,4,2.9906236311583285,3.578822215551149,3.578822215551149
26,5,3.188393539106764,2.9906236311583285,2.9906236311583285
26,6,1.890547478134212,3.188393539106764,3.188393539106764
26,7,2.3985533067060265,1.890547478134212,1.890547478134212
26,8,2.600335031464492,2.3985533067060265,2.3985533067060265
26,9,2.6882709916428955,2.600335031464492,2.600335031464492
26,10,3.0824121715931776,2.6882709916428955,2.6882709916428955
27,1,-1.3984431195077716,,
27,2,-1.3477847360127222,-1.3984431195077716,-1.3984431195077716
27,3,-1.4950984409229493,-1.3477847360127222,-1.3477847360127222
27,4,-1.2811948851841382,-1.4950984409229493,-1.4950984409229493
27,5,-0.7508496188207852,-1.2811948851841382,-1.2811948851841382
27,6,-0.3892964658084217,-0.7508496188207852,-0.7508496188207852
27,7,-0.653053526769569,-0.3892964658084217,-0.3892964658084217
27,8,-0.458743345986214,-0.653053526769569,-0.653053526769569
27,9,-0.6491239372673305,-0.458743345986214,-0.458743345986214
27,10,-0.2879209638010901,-0.6491239372673305,-0.6491239372673305
28,1,1.3086282421913291,,
28,2,1.8646455693029316,1.3086282421913291,1.3086282421913291
28,3,2.0239823284009297,1.8646455693029316,1.8646455693029316
28,4,1.9829896126341104,2.0239823284009297,2.0239823284009297
28,5,2.127660476134973,1.9829896126341104,1.9829896126341104
28,6,2.3202187326810755,2.127660476134973,2.127660476134973
28,7,1.429069203424982,2.3202187326810755,2.3202187326810755
28,8,1.6717638663364844,1.429069203424982,1.429069203424982
28,9,2.456864291198793,1.6717638663364844,1.6717638663364844
28,10,2.8794849299582066,2.456864291198793,2.456864291198793
29,1,-0.137518443843906,,
29,2,-1.5955939220589497,-0.137518443843906,-0.137518443843906
29,3,-3.2190030576889823,-1.5955939220589497,-1.5955939220589497
29,4,-3.278772187915968,-3.2190030576889823,-3.2190030576889823
29,5,-3.622113957568495,-3.278772187915968,-3.278772187915968
29,6,-3.640559980242605,-3.622113957568495,-3.622113957568495
29,7,-4.0393358462868,-3.640559980242605,-3.640559980242605
29,8,-3.545980249881428,-4.0393358462868,-4.0393358462868
29,9,-2.72288319927841,-3.545980249881428,-3.545980249881428
29,10,-1.3909347735635418,-2.72288319927841,-2.72288319927841
30,1,1.232729907868435,,
30,2,3.015112528932129,1.232729907868435,1.232729907868435
30,3,2.8152770820662814,3.015112528932129,3.015112528932129
30,4,2.9201347791355623,2.8152770820662814,2.8152770820662814
30,5,2.851260463912251,2.9201347791355623,2.9201347791355623
30,6,3.769395031085313,2.851260463912251,2.851260463912251
30,7,2.934722588261786,3.769395031085313,3.769395031085313
30,8,2.559326369250975,2.934722588261786,2.934722588261786
30,9,2.5040855204876,2.559326369250975,2.559326369250975
30,10,1.1662321130098647,2.5040855204876,2.5040855204876
31,1,-1.1240584344280002,,
31,2,-0.3201738371826895,-1.1240584344280002,-1.1240584344280002
31,3,0.0328490394865571,-0.3201738371826895,-0.3201738371826895
31,4,0.675425667767046,0.0328490394865571,0.0328490394865571
31,5,1.735822921773114,0.675425667767046,0.675425667767046
31,6,1.6264139457409044,1.735822921773114,1.735822921773114
31,7,1.74873721975044,1.6264139457409044,1.6264139457409044
31,8,-0.0077347029258834,1.74873721975044,1.74873721975044
31,9,0.6110723488961534,-0.0077347029258834,-0.0077347029258834
31,10,1.3773183099502275,0.6110723488961534,0.6110723488961534
32,1,1.7190923568360887,,
32,2,2.026242020223178,1.7190923568360887,1.7190923568360887
32,3,3.7985645637536622,2.026242020223178,2.026242020223178
32,4,4.05412681154181,3.7985645637536622,3.7985645637536622
32,5,4.95765981868257,4.05412681154181,4.05412681154181
32,6,4.387865539571103,4.95765981868257,4.95765981868257
32,7,3.6335800240198695,4.387865539571103,4.387865539571103
32,8,2.974893218876154,3.6335800240198695,3.6335800240198695
32,9,3.142499604330504,2.974893218876154,2.974893218876154
32,10,3.5134625012836507,3.142499604330504,3.142499604330504
33,1,-1.538546842512302,,
33,2,-1.97759541070707,-1.538546842512302,-1.538546842512302
33,3,-1.894549309328424,-1.97759541070707,-1.97759541070707
33,4,-1.50174840040105,-1.894549309328424,-1.894549309328424
33,5,-2.131019310521705,-1.50174840040105,-1.50174840040105
33,6,-2.693381114847788,-2.131019310521705,-2.131019310521705
33,7,-0.9734142943698156,-2.693381114847788,-2.693381114847788
33,8,-0.3181316943021943,-0.9734142943698156,-0.9734142943698156
33,9,-0.0192255535947229,-0.3181316943021943,-0.3181316943021943
33,10,-0.5677229641156929,-0.0192255535947229,-0.0192255535947229
34,1,0.3886947881314558,,
34,2,0.4158889988023481,0.3886947881314558,0.3886947881314558
34,3,2.3557415680213776,0.4158889988023481,0.4158889988023481
34,4,2.765565902189356,2.3557415680213776,2.3557415680213776
34,5,3.3574716449463526,2.765565902189356,2.765565902189356
34,6,4.732123059213633,3.3574716449463526,3.3574716449463526
34,7,4.801918605231678,4.732123059213633,4.732123059213633
34,8,4.028983216713872,4.801918605231678,4.801918605231678
34,9,3.9614614494745535,4.028983216713872,4.028983216713872
34,10,3.5221033246455526,3.9614614494745535,3.9614614494745535
35,1,0.9011720179608234,,
35,2,1.090163870339896,0.9011720179608234,0.9011720179608234
35,3,1.6775055922494997,1.090163870339896,1.090163870339896
35,4,3.0924668166314047,1.6775055922494997,1.6775055922494997
35,5,2.8868503536843613,3.0924668166314047,3.0924668166314047
35,6,3.305016000647872,2.8868503536843613,2.8868503536843613
35,7,3.6681963849922714,3.305016000647872,3.305016000647872
35,8,4.247673280085387,3.6681963849922714,3.6681963849922714
35,9,4.31253433284129,4.247673280085387,4.247673280085387
35,10,3.7544009228980606,4.31253433284129,4.31253433284129
36,1,-0.1706867642981597,,
36,2,-1.520586536527201,-0.1706867642981597,-0.1706867642981597
36,3,-1.2966703176504424,-1.520586536527201,-1.520586536527201
36,4,-2.452253682189967,-1.2966703176504424,-1.2966703176504424
36,5,-2.707109447268029,-2.452253682189967,-2.452253682189967
36,6,-2.236394422912081,-2.707109447268029,-2.707109447268029
36,7,-2.80836207143266,-2.236394422912081,-2.236394422912081
36,8,-3.649703387524724,-2.80836207143266,-2.80836207143266
36,9,-4.314720970208749,-3.649703387524724,-3.649703387524724
36,10,-3.394032058261006,-4.314720970208749,-4.314720970208749
37,1,0.9644100123881884,,
37,2,0.4334888229619322,0.9644100123881884,0.9644100123881884
37,3,0.5839656701897946,0.4334888229619322,0.4334888229619322
37,4,-0.7682383146761821,0.5839656701897946,0.5839656701897946
37,5,-0.0134843025605857,-0.7682383146761821,-0.7682383146761821
37,6,0.9004146331846137,-0.0134843025605857,-0.0134843025605857
37,7,1.8808315439086571,0.9004146331846137,0.9004146331846137
37,8,2.027656846326831,1.8808315439086571,1.8808315439086571
37,9,1.7532632494836466,2.027656846326831,2.027656846326831
37,10,1.289942646871501,1.7532632494836466,1.7532632494836466
38,1,-0.1515239045664432,,
38,2,-0.1071609332599206,-0.1515239045664432,-0.1515239045664432
38,3,0.1763626063928161,-0.1071609332599206,-0.1071609332599206
38,4,0.6270882224529268,0.1763626063928161,0.1763626063928161
38,5,1.131570485397631,0.6270882224529268,0.6270882224529268
38,6,1.1435255081594318,1.131570485397631,1.131570485397631
38,7,0.0707272901052308,1.1435255081594318,1.1435255081594318
38,8,0.302971683232532,0.0707272901052308,0.0707272901052308
38,9,0.7275448224929538,0.302971683232532,0.302971683232532
38,10,1.4571858586753104,0.7275448224929538,0.7275448224929538
39,1,1.4020023889846718,,
39,2,2.0798701363294008,1.4020023889846718,1.4020023889846718
39,3,2.5422104002005943,2.0798701363294008,2.0798701363294008
39,4,2.2749120759747834,2.5422104002005943,2.5422104002005943
39,5,1.4285105616192908,2.2749120759747834,2.2749120759747834
39,6,0.2767409761833319,1.4285105616192908,1.4285105616192908
39,7,1.2861798856911288,0.2767409761833319,0.2767409761833319
39,8,2.5127032876672546,1.2861798856911288,1.2861798856911288
39,9,2.8740368735383464,2.5127032876672546,2.5127032876672546
39,10,2.046321266351023,2.8740368735383464,2.8740368735383464
40,1,0.8010223358303041,,
40,2,1.1655235889656712,0.8010223358303041,0.8010223358303041
40,3,2.0115241308518987,1.1655235889656712,1.1655235889656712
40,4,3.146056992164308,2.0115241308518987,2.0115241308518987
40,5,4.444754812668122,3.146056992164308,3.146056992164308
40,6,4.559686463560537,4.444754812668122,4.444754812668122
40,7,3.760417148953189,4.559686463560537,4.559686463560537
40,8,4.486373607928536,3.760417148953189,3.760417148953189
40,9,6.132370184237857,4.486373607928536,4.486373607928536
40,10,4.993391135867542,6.132370184237857,6.132370184237857
41,1,-0.2243951262472987,,
41,2,-0.854962413734453,-0.2243951262472987,-0.2243951262472987
41,3,-0.6759026976320228,-0.854962413734453,-0.854962413734453
41,4,-0.2427212822074337,-0.6759026976320228,-0.6759026976320228
41,5,-1.0989445567182805,-0.2427212822074337,-0.2427212822074337
41,6,-1.6585248857972283,-1.0989445567182805,-1.0989445567182805
41,7,-0.7687676589084074,-1.6585248857972283,-1.6585248857972283
41,8,-0.7994316092345861,-0.7687676589084074,-0.7687676589084074
41,9,-0.9791332273068372,-0.7994316092345861,-0.7994316092345861
41,10,-0.4127636841016458,-0.9791332273068372,-0.9791332273068372
42,1,-0.1975363979260518,,
42,2,-2.038533849499363,-0.1975363979260518,-0.1975363979260518
42,3,-3.1481682001594087,-2.038533849499363,-2.038533849499363
42,4,-2.6841830276162097,-3.1481682001594087,-3.1481682001594087
42,5,-1.6038989359347176,-2.6841830276162097,-2.6841830276162097
42,6,-2.6543847652097607,-1.6038989359347176,-1.6038989359347176
42,7,-1.334494868456507,-2.6543847652097607,-2.6543847652097607
42,8,-0.4791814319141101,-1.334494868456507,-1.334494868456507
42,9,-0.6444517023279535,-0.4791814319141101,-0.4791814319141101
42,10,-0.3573482104310027,-0.6444517023279535,-0.6444517023279535
43,1,1.2550728823043902,,
43,2,1.310656773773316,1.2550728823043902,1.2550728823043902
43,3,1.1980640545474788,1.310656773773316,1.310656773773316
43,4,2.29392850441449,1.1980640545474788,1.1980640545474788
43,5,2.4485896904052264,2.29392850441449,2.29392850441449
43,6,1.675550939944181,2.4485896904052264,2.4485896904052264
43,7,1.7247598007406513,1.675550939944181,1.675550939944181
43,8,1.3644590716695002,1.7247598007406513,1.7247598007406513
43,9,1.7552860762744844,1.3644590716695002,1.3644590716695002
43,10,2.3653183412435044,1.7552860762744844,1.7552860762744844
44,1,-0.3994737575626218,,
44,2,0.5872080776439037,-0.3994737575626218,-0.3994737575626218
44,3,0.4828224345595595,0.5872080776439037,0.5872080776439037
44,4,1.16561122760513,0.4828224345595595,0.4828224345595595
44,5,2.5667894664346456,1.16561122760513,1.16561122760513
44,6,2.635319905329297,2.5667894664346456,2.5667894664346456
44,7,2.189588429728195,2.635319905329297,2.635319905329297
44,8,2.766313697195154,2.189588429728195,2.189588429728195
44,9,3.8139365994752312,2.766313697195154,2.766313697195154
44,10,2.682310775540973,3.8139365994752312,3.8139365994752312
45,1,-0.652979512687295,,
45,2,-0.8735317017325306,-0.652979512687295,-0.652979512687295
45,3,-1.2713978904112528,-0.8735317017325306,-0.8735317017325306
45,4,-1.8862126661016687,-1.2713978904112528,-1.2713978904112528
45,5,-1.757089349285166,-1.8862126661016687,-1.8862126661016687
45,6,-2.222060212912641,-1.757089349285166,-1.757089349285166
45,7,-1.8649487967437133,-2.222060212912641,-2.222060212912641
45,8,-0.7517655118119652,-1.8649487967437133,-1.8649487967437133
45,9,-0.5439249188701141,-0.7517655118119652,-0.7517655118119652
45,10,-1.5517224256140665,-0.5439249188701141,-0.5439249188701141
46,1,1.1505202574421145,,
46,2,0.5696998069611225,1.1505202574421145,1.1505202574421145
46,3,0.0818059073786444,0.5696998069611225,0.5696998069611225
46,4,-0.2674483188092271,0.0818059073786444,0.0818059073786444
46,5,-0.1223566341209915,-0.2674483188092271,-0.2674483188092271
46,6,-0.0768261681196213,-0.1223566341209915,-0.1223566341209915
46,7,-1.414119247765691,-0.0768261681196213,-0.0768261681196213
46,8,-0.1850342649585677,-1.414119247765691,-1.414119247765691
46,9,-0.2725613554741101,-0.1850342649585677,-0.1850342649585677
46,10,-0.3008752416246889,-0.2725613554741101,-0.2725613554741101
47,1,-3.1485686472841867,,
47,2,-2.713351456502746,-3.1485686472841867,-3.1485686472841867
47,3,-2.516766012001429,-2.713351456502746,-2.713351456502746
47,4,-2.3317681940653574,-2.516766012001429,-2.516766012001429
47,5,-1.8077393036687728,-2.3317681940653574,-2.3317681940653574
47,6,-0.9805058762802716,-1.8077393036687728,-1.8077393036687728
47,7,-0.3725017402384644,-0.9805058762802716,-0.9805058762802716
47,8,-0.6450646400509437,-0.3725017402384644,-0.3725017402384644
47,9,-0.7345202431317849,-0.6450646400509437,-0.6450646400509437
47,10,-1.919249016894984,-0.7345202431317849,-0.7345202431317849
